identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Method	abcd:Gathering-Depth-Method	Gathering-Depth-Method	1149	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The method used to measure the depth of the gathering site.				true	Gathering-Depth-Method-@language	8	1.1.7.1.32.20.2.4		Yes		https://wiki.bgbm.org/entity/Q345	Q345	Method	The method used to measure the depth of the gathering site.	Concept to describe a method followed to do something.		The method used to measure the depth of the gathering site.				Gathering	2						2005-09-09	2005-09-09							1050	MOF	MOF-Gathering	Gathering site depth - measurement method	true		Charles Copp Oct 2002			Method	Method used to make measurement.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Method/@language	abcd:Gathering-Depth-Method-@language	Gathering-Depth-Method-@language	1150	Gathering-Depth-Method	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Method	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.20.2.4.1				https://wiki.bgbm.org/entity/Q1359	Q1359		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1052	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Parameter	abcd:Gathering-Depth-Parameter	Gathering-Depth-Parameter	1151	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	"This is set to ""Depth"" by definition for measurements of depth."				true	Gathering-Depth-Parameter-@language	8	1.1.7.1.32.20.2.5	Schema documentation vs. content	call for action	clarify	https://wiki.bgbm.org/entity/Q1031	Q1031	Parameter	"This is set to ""Depth"" by definition for measurements of depth."	A parameter to which the result of a measurement is assigned.		"This is set to ""Depth"" by definition for measurements of depth."				Gathering							2005-09-09	2005-09-09							1053	MOF	MOF-Gathering	Parameter (n/a)	true					Parameter	Describes type of measurement or fact, such as width, abundance, circumference, temperature etc. or colour etc.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Parameter/@language	abcd:Gathering-Depth-Parameter-@language	Gathering-Depth-Parameter-@language	1152	Gathering-Depth-Parameter	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Parameter	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.20.2.5.1				https://wiki.bgbm.org/entity/Q1361	Q1361		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1055	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/AppliesTo	abcd:Gathering-Depth-AppliesTo	Gathering-Depth-AppliesTo	1153	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	Depending on the use of the type, this can further specify the actual part measured to obtain the depth of the gathering site (e.g. a measurement of temperature may be a surface, air or sub-surface measurement).				true	Gathering-Depth-AppliesTo-@language	8	1.1.7.1.32.20.2.6		Yes		https://wiki.bgbm.org/entity/Q1033	Q1033	Applies To	This can further specify the actual part measured to obtain the depth of the gathering site.	This can further specify the actual part of the unit that was measured.		Depending on the use of the type, this can further specify the actual part measured to obtain the depth of the gathering site (e.g. a measurement of temperature may be a surface, air or sub-surface measurement).				Gathering							2005-09-09	2005-09-09							1056	MOF	MOF-Gathering	Gathering site depth - measurement applies to	false		Charles Copp Oct 2002			AppliesTo	Depending on the use of the type, this can further specify the actual part measured. For example, a measurement of temperature may be a surface, air or sub-surface measurement.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/AppliesTo/@language	abcd:Gathering-Depth-AppliesTo-@language	Gathering-Depth-AppliesTo-@language	1154	Gathering-Depth-AppliesTo	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/AppliesTo	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.20.2.6.1				https://wiki.bgbm.org/entity/Q1363	Q1363		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1058	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue	abcd:Gathering-Depth-LowerValue	Gathering-Depth-LowerValue	1155	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The lower or only value of the depth of the gathering site.<br/><br/>Attribute for ValueDataType.string, integer, decimal, %				true	Gathering-Depth-LowerValue-@language	8	1.1.7.1.32.20.2.7	related element: ValueDataType.string	call for action	revise documentation / links	https://wiki.bgbm.org/entity/Q1035	Q1035	Lower Value	The lower or only value of the depth of the gathering site.	The lower or only value of the unit measurement.		The lower or only value of the depth of the gathering site.<br/><br/>Attribute for ValueDataType.string, integer, decimal, %				Gathering	15	x	commonly_used				2005-09-09	2005-09-09							1059	MOF	MOF-Gathering	Gathering site depth - lower value	true		Charles Copp Oct 2002			LowerValue	Lower or only value or fact text.	false	true	Property			1	1	1..1	False	True	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue/@language	abcd:Gathering-Depth-LowerValue-@language	Gathering-Depth-LowerValue-@language	1156	Gathering-Depth-LowerValue	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.20.2.7.1				https://wiki.bgbm.org/entity/Q1365	Q1365		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1061	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue	abcd:Gathering-Depth-UpperValue	Gathering-Depth-UpperValue	1157	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The upper value for the measured depth of the gathering site, where there is a range.				true	Gathering-Depth-UpperValue-@language	8	1.1.7.1.32.20.2.8		Yes		https://wiki.bgbm.org/entity/Q1037	Q1037	Upper Value	The upper value for the measured depth of the gathering site, where there is a range.	The upper value of the unit measurement, where there is a range.		The upper value for the measured depth of the gathering site, where there is a range.				Gathering	7						2005-09-09	2005-09-09							1062	MOF	MOF-Gathering	Gathering site depth - upper value	true		Charles Copp Oct 2002			UpperValue	Upper value where there is a range.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue/@language	abcd:Gathering-Depth-UpperValue-@language	Gathering-Depth-UpperValue-@language	1158	Gathering-Depth-UpperValue	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.20.2.8.1				https://wiki.bgbm.org/entity/Q1367	Q1367		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1064	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UnitOfMeasurement	abcd:Gathering-Depth-UnitOfMeasurement	Gathering-Depth-UnitOfMeasurement	1159	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The named scale used to measure the depth of the gathering site.	Centigrade <br/><br/>Beaufort			true		8	1.1.7.1.32.20.2.9		Yes		https://wiki.bgbm.org/entity/Q1341	Q1341		The unit of measurement used to measure the depth of the gathering site.			The named scale used to measure the depth of the gathering site.			Centigrade <br/><br/>Beaufort	Gathering	4	x	commonly_used				2005-09-09	2005-09-09							1065	MOF	MOF-Gathering	Gathering site depth - measurement unit	false		Charles Copp Oct 2002			UnitOfMeasurement	Unit of measurement.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy	abcd:Gathering-Depth-Accuracy	Gathering-Depth-Accuracy	1160	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	A statement of accuracy of the measurement of the gathering site depth.				true		8	1.1.7.1.32.20.2.10		Yes		https://wiki.bgbm.org/entity/Q1040	Q1040	Accuracy	A statement of accuracy of the measurement of the gathering site depth.			A statement of accuracy of the measurement of the gathering site depth.				Gathering	1						2005-09-09	2005-09-09							1066	MOF	MOF-Gathering	Gathering site depth - measurement accuracy	true		Charles Copp Oct 2002			Accuracy	Statement of accuracy of measurement.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
